motif_id,document_id,chapter_id,chapter_number,paragraph_id,paragraph_number,sentence_id,sentence_number,surface_text,motif_key,motif_type,subtype,char_start,char_end,start_token_id,end_token_id,start_token_number,end_token_number,priority,source,notes
hongloumeng_mo0012951,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02328,14,hongloumeng_s034943,6,哭,motif_tears,情感身體,哭泣,3,4,hongloumeng_t0483489,hongloumeng_t0483489,2,2,70,motif_rule,情緒與身體反應。
hongloumeng_mo0012952,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02328,14,hongloumeng_s034944,7,青,motif_green_blue,顏色,青色,1,2,hongloumeng_t0483493,hongloumeng_t0483493,2,2,70,motif_rule,服色、植物、空間色彩。
hongloumeng_mo0012953,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02328,14,hongloumeng_s034955,18,書,motif_book,文藝,書,1,2,hongloumeng_t0483566,hongloumeng_t0483566,2,2,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012954,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02329,15,hongloumeng_s034959,1,哭,motif_tears,情感身體,哭泣,3,4,hongloumeng_t0483620,hongloumeng_t0483620,2,2,70,motif_rule,情緒與身體反應。
hongloumeng_mo0012955,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02329,15,hongloumeng_s034963,5,白,motif_white,顏色,白色,7,8,hongloumeng_t0483659,hongloumeng_t0483659,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0012956,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02330,16,hongloumeng_s034971,1,花,motif_flower,花木,泛花,50,51,hongloumeng_t0483816,hongloumeng_t0483816,36,36,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0012957,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02330,16,hongloumeng_s034981,11,病,motif_illness,身體,疾病,4,5,hongloumeng_t0483931,hongloumeng_t0483931,5,5,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0012958,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02330,16,hongloumeng_s034982,12,病,motif_illness,身體,疾病,11,12,hongloumeng_t0483949,hongloumeng_t0483949,9,9,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0012959,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02330,16,hongloumeng_s034986,16,病,motif_illness,身體,疾病,5,6,hongloumeng_t0484006,hongloumeng_t0484006,5,5,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0012960,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02330,16,hongloumeng_s034993,23,病,motif_illness,身體,疾病,17,18,hongloumeng_t0484078,hongloumeng_t0484078,11,11,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0012961,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s034998,2,白,motif_white,顏色,白色,39,40,hongloumeng_t0484164,hongloumeng_t0484164,31,31,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0012962,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035003,7,月,motif_moon,自然,月,5,6,hongloumeng_t0484206,hongloumeng_t0484206,5,5,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012963,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035006,10,月,motif_moon,自然,月,3,4,hongloumeng_t0484246,hongloumeng_t0484246,3,3,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012964,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035009,13,月,motif_moon,自然,月,5,6,hongloumeng_t0484298,hongloumeng_t0484298,3,3,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012965,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035011,15,金,motif_gold,物象,金,8,9,hongloumeng_t0484373,hongloumeng_t0484373,3,3,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0012966,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035012,16,月,motif_moon,自然,月,16,17,hongloumeng_t0484404,hongloumeng_t0484404,13,13,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012967,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035015,19,月,motif_moon,自然,月,22,23,hongloumeng_t0484453,hongloumeng_t0484453,16,16,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012968,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02331,17,hongloumeng_s035017,21,月,motif_moon,自然,月,21,22,hongloumeng_t0484505,hongloumeng_t0484505,13,13,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0012969,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02333,19,hongloumeng_s035053,4,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0484903,hongloumeng_t0484903,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012970,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02333,19,hongloumeng_s035053,4,玉,motif_jade,物象,玉石,9,10,hongloumeng_t0484908,hongloumeng_t0484908,6,6,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012971,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02333,19,hongloumeng_s035056,7,玉,motif_jade,物象,玉石,13,14,hongloumeng_t0484961,hongloumeng_t0484961,11,11,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012972,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02333,19,hongloumeng_s035057,8,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0484966,hongloumeng_t0484966,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012973,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035059,1,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485008,hongloumeng_t0485008,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012974,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035059,1,玉,motif_jade,物象,玉石,19,20,hongloumeng_t0485020,hongloumeng_t0485020,13,13,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012975,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035060,2,紅,motif_red,顏色,紅色,11,12,hongloumeng_t0485040,hongloumeng_t0485040,11,11,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0012976,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035064,6,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485062,hongloumeng_t0485062,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012977,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035065,7,白,motif_white,顏色,白色,2,3,hongloumeng_t0485067,hongloumeng_t0485067,3,3,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0012978,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035069,11,白,motif_white,顏色,白色,3,4,hongloumeng_t0485099,hongloumeng_t0485099,3,3,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0012979,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035069,11,書,motif_book,文藝,書,16,17,hongloumeng_t0485106,hongloumeng_t0485106,10,10,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012980,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035070,12,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485120,hongloumeng_t0485120,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012981,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035071,13,白,motif_white,顏色,白色,22,23,hongloumeng_t0485140,hongloumeng_t0485140,18,18,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0012982,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035074,16,書,motif_book,文藝,書,4,5,hongloumeng_t0485165,hongloumeng_t0485165,5,5,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012983,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02334,20,hongloumeng_s035076,18,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485193,hongloumeng_t0485193,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012984,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035084,1,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485280,hongloumeng_t0485280,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012985,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035085,2,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0485297,hongloumeng_t0485297,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012986,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035085,2,書,motif_book,文藝,書,9,10,hongloumeng_t0485301,hongloumeng_t0485301,7,7,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012987,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035086,3,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485303,hongloumeng_t0485303,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012988,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035088,5,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485317,hongloumeng_t0485317,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012989,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035090,7,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485335,hongloumeng_t0485335,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012990,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035092,9,玉,motif_jade,物象,玉石,5,6,hongloumeng_t0485362,hongloumeng_t0485362,4,4,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012991,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035092,9,書,motif_book,文藝,書,10,11,hongloumeng_t0485367,hongloumeng_t0485367,9,9,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012992,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035093,10,書,motif_book,文藝,書,0,1,hongloumeng_t0485369,hongloumeng_t0485369,1,1,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012993,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035094,11,書,motif_book,文藝,書,13,14,hongloumeng_t0485470,hongloumeng_t0485470,11,11,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012994,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035095,12,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485475,hongloumeng_t0485475,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012995,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035096,13,書,motif_book,文藝,書,4,5,hongloumeng_t0485488,hongloumeng_t0485488,5,5,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0012996,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035097,14,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485501,hongloumeng_t0485501,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012997,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035100,17,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485527,hongloumeng_t0485527,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012998,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035102,19,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485539,hongloumeng_t0485539,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0012999,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035104,21,書,motif_book,文藝,書,2,3,hongloumeng_t0485556,hongloumeng_t0485556,2,2,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0013000,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035104,21,曲,motif_song_drama,文藝,曲,37,38,hongloumeng_t0485583,hongloumeng_t0485583,29,29,70,motif_rule,戲曲、歌曲、曲文。
hongloumeng_mo0013001,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035109,26,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485633,hongloumeng_t0485633,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013002,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035111,28,書,motif_book,文藝,書,11,12,hongloumeng_t0485652,hongloumeng_t0485652,10,10,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0013003,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035111,28,書,motif_book,文藝,書,15,16,hongloumeng_t0485655,hongloumeng_t0485655,13,13,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0013004,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035111,28,白,motif_white,顏色,白色,44,45,hongloumeng_t0485678,hongloumeng_t0485678,36,36,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0013005,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035113,30,曲,motif_song_drama,文藝,曲,23,24,hongloumeng_t0485730,hongloumeng_t0485730,20,20,70,motif_rule,戲曲、歌曲、曲文。
hongloumeng_mo0013006,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035114,31,曲,motif_song_drama,文藝,曲,10,11,hongloumeng_t0485745,hongloumeng_t0485745,11,11,70,motif_rule,戲曲、歌曲、曲文。
hongloumeng_mo0013007,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035115,32,書,motif_book,文藝,書,0,1,hongloumeng_t0485764,hongloumeng_t0485764,1,1,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0013008,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02335,21,hongloumeng_s035115,32,風,motif_wind,自然,風,12,13,hongloumeng_t0485773,hongloumeng_t0485773,10,10,70,motif_rule,
hongloumeng_mo0013009,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035119,1,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485813,hongloumeng_t0485813,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013010,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035121,3,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485854,hongloumeng_t0485854,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013011,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035123,5,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485870,hongloumeng_t0485870,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013012,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035125,7,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485902,hongloumeng_t0485902,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013013,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035129,11,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0485979,hongloumeng_t0485979,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013014,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035131,13,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486000,hongloumeng_t0486000,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013015,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035134,16,石,motif_stone,物象,石,22,23,hongloumeng_t0486044,hongloumeng_t0486044,16,16,70,motif_rule,石頭記、頑石神話。
hongloumeng_mo0013016,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035135,17,風,motif_wind,自然,風,12,13,hongloumeng_t0486065,hongloumeng_t0486065,10,10,70,motif_rule,
hongloumeng_mo0013017,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035135,17,月,motif_moon,自然,月,14,15,hongloumeng_t0486065,hongloumeng_t0486065,10,10,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0013018,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035135,17,香,motif_fragrance,感官,香氣,18,19,hongloumeng_t0486067,hongloumeng_t0486067,12,12,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0013019,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035136,18,風,motif_wind,自然,風,24,25,hongloumeng_t0486105,hongloumeng_t0486105,20,20,70,motif_rule,
hongloumeng_mo0013020,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035136,18,月,motif_moon,自然,月,26,27,hongloumeng_t0486106,hongloumeng_t0486106,21,21,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0013021,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035136,18,石,motif_stone,物象,石,31,32,hongloumeng_t0486109,hongloumeng_t0486109,24,24,70,motif_rule,石頭記、頑石神話。
hongloumeng_mo0013022,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035139,21,香,motif_fragrance,感官,香氣,8,9,hongloumeng_t0486180,hongloumeng_t0486180,7,7,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0013023,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02336,22,hongloumeng_s035141,23,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486232,hongloumeng_t0486232,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013024,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035143,1,紫,motif_purple,顏色,紫色,9,10,hongloumeng_t0486260,hongloumeng_t0486260,10,10,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0013025,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035143,1,玉,motif_jade,物象,玉石,17,18,hongloumeng_t0486264,hongloumeng_t0486264,14,14,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013026,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035145,3,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486276,hongloumeng_t0486276,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013027,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035147,5,紫,motif_purple,顏色,紫色,0,1,hongloumeng_t0486297,hongloumeng_t0486297,1,1,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0013028,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035149,7,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486319,hongloumeng_t0486319,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013029,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035152,10,紫,motif_purple,顏色,紫色,0,1,hongloumeng_t0486351,hongloumeng_t0486351,1,1,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0013030,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035154,12,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486387,hongloumeng_t0486387,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013031,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035156,14,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486408,hongloumeng_t0486408,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013032,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035159,17,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486437,hongloumeng_t0486437,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013033,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035160,18,白,motif_white,顏色,白色,9,10,hongloumeng_t0486445,hongloumeng_t0486445,6,6,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0013034,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035164,22,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486483,hongloumeng_t0486483,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013035,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035166,24,玉,motif_jade,物象,玉石,23,24,hongloumeng_t0486511,hongloumeng_t0486511,19,19,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013036,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035167,25,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486531,hongloumeng_t0486531,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013037,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035169,27,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486555,hongloumeng_t0486555,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013038,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035169,27,紅,motif_red,顏色,紅色,2,3,hongloumeng_t0486556,hongloumeng_t0486556,2,2,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0013039,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035169,27,紫,motif_purple,顏色,紫色,8,9,hongloumeng_t0486562,hongloumeng_t0486562,8,8,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0013040,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02337,23,hongloumeng_s035169,27,雪,motif_snow,自然,雪,11,12,hongloumeng_t0486564,hongloumeng_t0486564,10,10,85,motif_rule,潔白、寒冷、詩社場景。
hongloumeng_mo0013041,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035170,1,花,motif_flower,花木,泛花,21,22,hongloumeng_t0486585,hongloumeng_t0486585,16,16,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013042,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035171,2,花,motif_flower,花木,泛花,12,13,hongloumeng_t0486599,hongloumeng_t0486599,10,10,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013043,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035172,3,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486623,hongloumeng_t0486623,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013044,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035173,4,玉,motif_jade,物象,玉石,2,3,hongloumeng_t0486653,hongloumeng_t0486653,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013045,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035174,5,花,motif_flower,花木,泛花,6,7,hongloumeng_t0486669,hongloumeng_t0486669,5,5,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013046,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035175,6,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0486680,hongloumeng_t0486680,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0013047,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035176,7,花,motif_flower,花木,泛花,7,8,hongloumeng_t0486696,hongloumeng_t0486696,7,7,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013048,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035176,7,花,motif_flower,花木,泛花,17,18,hongloumeng_t0486703,hongloumeng_t0486703,14,14,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013049,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035176,7,柳,motif_willow,花木,柳,34,35,hongloumeng_t0486715,hongloumeng_t0486715,26,26,75,motif_rule,春景、女性、離別意象。
hongloumeng_mo0013050,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035177,8,花,motif_flower,花木,泛花,22,23,hongloumeng_t0486734,hongloumeng_t0486734,18,18,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0013051,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035177,8,柳,motif_willow,花木,柳,23,24,hongloumeng_t0486734,hongloumeng_t0486734,18,18,75,motif_rule,春景、女性、離別意象。
hongloumeng_mo0013052,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035177,8,風,motif_wind,自然,風,30,31,hongloumeng_t0486740,hongloumeng_t0486740,24,24,70,motif_rule,
hongloumeng_mo0013053,hongloumeng,hongloumeng_ch086,86,hongloumeng_p02338,24,hongloumeng_s035177,8,雨,motif_rain,自然,雨,32,33,hongloumeng_t0486742,hongloumeng_t0486742,26,26,70,motif_rule,
